age,current club,current league,foot,height,name,nationality,position,season,assists, games,goals,minutes
29,FK Rostov,Premier Liga,right,183,Vladimir Dyadyun,Russia,CF,2017-18,2,15,1,892
30,Ural Yekaterinburg,Premier Liga,left,175,Nikolay Dimitrov,Bulgaria,W,2017-18,5,17,2,1505
27,Ural Yekaterinburg,Premier Liga,both,182,Dmytro Khomchenovsky,Ukraine,W,2017-18,0,8,0,453
23,Ural Yekaterinburg,Premier Liga,right,175,Nikita Glushkov,Russia,W,2017-18,0,7,0,359
24,Ural Yekaterinburg,Premier Liga,both,181,Giorgi Chanturia,Georgia,W,2017-18,1,15,3,741
31,Ural Yekaterinburg,Premier Liga,left,177,Edgar Manucharyan,Armenia,W,2017-18,0,6,0,152
25,Ural Yekaterinburg,Premier Liga,right,187,Vladimir Iljin,Russia,CF,2017-18,1,16,1,1032
29,Ural Yekaterinburg,Premier Liga,right,191,Igor Portnyagin,Russia,CF,2017-18,0,7,1,358
23,Amkar Perm,Premier Liga,left,189,Aaron Olanare,Nigeria,CF,2017-18,0,14,1,915
29,Amkar Perm,Premier Liga,right,186,Darko Bodul,Austria  Croatia,CF,2017-18,6,22,1,1295
22,Amkar Perm,Premier Liga,both,185,Aleksey Gasilin,Russia,CF,2017-18,0,6,0,167
26,Anzhi Makhachkala,Premier Liga,right,180,Pavel Yakovlev,Russia,W,2017-18,0,18,2,1209
29,Anzhi Makhachkala,Premier Liga,left,185,Ivan Markelov,Russia,W,2017-18,6,20,4,1721
27,Anzhi Makhachkala,Premier Liga,right,181,Arsen Khubulov,Russia,W,2017-18,5,18,1,900
26,Anzhi Makhachkala,Premier Liga,right,196,Pylyp Budkivsky,Ukraine,CF,2017-18,0,15,1,635
25,Anzhi Makhachkala,Premier Liga,right,188,Juan Lescano,Argentina,CF,2017-18,1,11,4,615
29,Anzhi Makhachkala,Premier Liga,both,185,Aleksandr Prudnikov,Russia,CF,2017-18,3,12,1,867
23,Anzhi Makhachkala,Premier Liga,right,194,Amur Kalmykov,Russia,CF,2017-18,0,2,0,30
21,Anzhi Makhachkala,Premier Liga,right,187,Pavel Dolgov,Russia,CF,2017-18,0,5,0,144
28,FK Tosno,Premier Liga,both,178,Ricardinho,Brazil,W,2017-18,0,11,1,692
25,FK Tosno,Premier Liga,right,182,Nikola Trujic,Serbia,W,2017-18,0,15,2,524
24,FK Tosno,Premier Liga,right,180,Reziuan Mirzov,Russia,W,2017-18,2,18,1,1336
21,FK Tosno,Premier Liga,right,175,Aleksandr Makarov,Russia,W,2017-18,0,4,0,32
34,FK Tosno,Premier Liga,left,188,Pavel Pogrebnyak,Russia,CF,2017-18,0,4,1,294
26,SKA Khabarovsk,Premier Liga,both,177,Alejandro Barbaro,Argentina  Italy,W,2017-18,1,4,0,136
24,SKA Khabarovsk,Premier Liga,right,172,Konstantin Savichev,Russia,W,2017-18,1,14,1,920
28,SKA Khabarovsk,Premier Liga,right,166,Vladislav Nikiforov,Russia,W,2017-18,2,18,0,1470
25,SKA Khabarovsk,Premier Liga,right,173,Dmitri Kabutov,Russia,W,2017-18,5,26,4,2236
30,SKA Khabarovsk,Premier Liga,right,175,Maksim Kazankov,Russia  Turkmenistan,W,2017-18,2,19,1,1211
26,SKA Khabarovsk,Premier Liga,right,184,Maksim Kanunnikov,Russia,CF,2017-18,1,17,2,1282
28,SKA Khabarovsk,Premier Liga,both,184,Miroslav Markovic,Serbia,CF,2017-18,0,20,5,1466
27,SKA Khabarovsk,Premier Liga,right,187,Lukasz Sekulski,Poland,CF,2017-18,3,21,5,763
21,SKA Khabarovsk II,Premier Liga,right,169,Aleksandr Maksimenko,Russia,CF,2017-18,0,1,1,72
20,FC Barcelona,LaLiga,both,178,Ousmane DembÄ˜lÄ˜,France  Mauritania,W,2017-18,5,12,0,600
30,FC Barcelona,LaLiga,left,170,Lionel Messi,Argentina  Spain,W,2017-18,16,41,32,3483
28,FC Barcelona,LaLiga,right,177,Aleix Vidal,Spain,W,2017-18,4,22,2,980
31,FC Barcelona,LaLiga,right,182,Luis SuÄrez,Uruguay  Italy,CF,2017-18,10,39,24,3428
24,FC Barcelona,LaLiga,right,175,Paco AlcÄcer,Spain,CF,2017-18,3,16,5,776
33,Real Madrid,LaLiga,both,187,Cristiano Ronaldo,Portugal,W,2017-18,5,34,33,2877
22,Real Madrid,LaLiga,left,182,Marco Asensio,Spain  Netherlands,W,2017-18,5,39,10,2116
28,Real Madrid,LaLiga,left,185,Gareth Bale,Wales,W,2017-18,7,28,11,1707
26,Real Madrid,LaLiga,right,173,Lucas VÄzquez,Spain,W,2017-18,13,40,7,1949
30,Real Madrid,LaLiga,both,185,Karim Benzema,France  Algeria,CF,2017-18,9,33,8,2303
20,Real Madrid,LaLiga,right,182,Borja Mayoral,Spain,CF,2017-18,2,20,5,772
28,AtlÄ˜tico Madrid,LaLiga,right,184,Vitolo,Spain,W,2017-18,0,23,4,1306
23,AtlÄ˜tico Madrid,LaLiga,right,172,ÄÅngel Correa,Argentina  Spain,W,2017-18,5,41,7,2350
26,AtlÄ˜tico Madrid,LaLiga,left,175,Antoine Griezmann,France,CF,2017-18,12,36,21,2960
29,AtlÄ˜tico Madrid,LaLiga,right,186,Diego Costa,Spain  Brazil,CF,2017-18,4,13,6,959
30,AtlÄ˜tico Madrid,LaLiga,right,172,KÄ˜vin Gameiro,France,CF,2017-18,4,27,9,1237
33,AtlÄ˜tico Madrid,LaLiga,right,186,Fernando Torres,Spain,CF,2017-18,2,31,5,1167
21,Valencia CF,LaLiga,right,179,GonÄ‰alo Guedes,Portugal,W,2017-18,9,30,5,1887
22,Valencia CF,LaLiga,right,178,Andreas Pereira,Brazil  Belgium,W,2017-18,5,23,1,1291
18,Valencia CF,LaLiga,right,184,FerrÄn Torres,Spain,W,2017-18,2,19,1,930
26,Valencia CF,LaLiga,left,186,Simone Zaza,Italy,CF,2017-18,4,31,11,2148
27,Valencia CF,LaLiga,left,182,Rodrigo,Spain  Brazil,CF,2017-18,7,34,15,2277
24,Valencia CF,LaLiga,right,173,Luciano Vietto,Argentina  Italy,CF,2017-18,0,21,4,1165
22,Valencia CF,LaLiga,right,181,Santi Mina,Spain,CF,2017-18,4,32,14,1531
23,Sevilla FC,LaLiga,right,188,JoaquÄßn Correa,Argentina  Italy,W,2017-18,5,32,7,2154
31,Sevilla FC,LaLiga,right,175,Nolito,Spain,W,2017-18,7,31,4,1686
25,Sevilla FC,LaLiga,left,178,Pablo Sarabia,Spain,W,2017-18,9,41,8,2830
32,Sevilla FC,LaLiga,right,170,JesÄ¶s Navas,Spain,W,2017-18,2,37,2,2224
27,Sevilla FC,LaLiga,right,170,Wissam Ben Yedder,France  Tunisia,CF,2017-18,3,33,17,2174
26,Sevilla FC,LaLiga,right,179,Luis Muriel,Colombia,CF,2017-18,3,35,8,1931
22,Sevilla FC,LaLiga,right,175,Sandro RamÄßrez,Spain,CF,2017-18,2,21,1,798
27,Villarreal CF,LaLiga,both,182,Roberto Soriano,Italy  Germany,W,2017-18,0,25,0,1228
27,Villarreal CF,LaLiga,left,179,Denis Cheryshev,Russia  Spain,W,2017-18,3,25,3,900
23,Villarreal CF,LaLiga,left,182,Samu Castillejo,Spain,W,2017-18,7,29,2,1872
22,Villarreal CF,LaLiga,left,184,Daniel Raba,Spain,W,2017-18,1,34,5,2009
26,Villarreal CF,LaLiga,right,171,Salem Al-Dawsari,Saudi Arabia,W,2017-18,1,14,4,1067
31,Villarreal CF,LaLiga,right,181,Carlos Bacca,Colombia,CF,2017-18,6,34,12,2385
26,Villarreal CF,LaLiga,right,173,Nicola Sansone,Italy  Germany,CF,2017-18,2,14,5,510
20,Villarreal CF,LaLiga,right,185,Enes Ä?nal,Turkey,CF,2017-18,4,31,4,2002
23,Villarreal CF,LaLiga,right,180,Roger MartÄßnez,Colombia,CF,2017-18,0,6,0,192
25,Athletic Bilbao,LaLiga,right,169,Iker Muniain,Spain,W,2017-18,4,12,2,928
20,Athletic Bilbao,LaLiga,left,179,IÄ§igo CÄÅrdoba,Spain,W,2017-18,1,31,0,1504
26,Athletic Bilbao,LaLiga,right,187,Sabin Merino,Spain,W,2017-18,0,15,0,427
23,Athletic Bilbao,LaLiga,right,186,IÄ§aki Williams,Spain,W,2017-18,6,41,7,2901
30,Athletic Bilbao,LaLiga,right,179,Markel Susaeta,Spain,W,2017-18,7,39,2,2614
37,Athletic Bilbao,LaLiga,right,182,Aritz Aduriz,Spain,CF,2017-18,2,40,19,2899
32,Athletic Bilbao,LaLiga,right,184,Kike Sola,Spain,CF,2017-18,0,1,0,62
20,Real Sociedad,LaLiga,left,181,Mikel Oyarzabal,Spain,W,2017-18,7,33,9,2517
23,Real Sociedad,LaLiga,left,186,Adnan Januzaj,Belgium  Kosovo,W,2017-18,4,26,3,1404
24,Real Sociedad,LaLiga,right,172,Juanmi,Spain,W,2017-18,3,29,7,1543
21,Real Sociedad,LaLiga,right,179,David Concha,Spain,W,2017-18,0,14,1,652
26,Real Sociedad,LaLiga,right,189,Willian JosÄ˜,Brazil,CF,2017-18,2,30,17,2346
22,Real Sociedad,LaLiga,right,180,Jon Bautista,Spain,CF,2017-18,1,18,2,520
31,Real Sociedad,LaLiga,right,187,Imanol Agirretxe,Spain,CF,2017-18,0,9,0,229
23,Celta de Vigo,LaLiga,right,171,Pione Sisto,Denmark  Uganda,W,2017-18,10,28,4,2046
20,Celta de Vigo,LaLiga,left,169,Emre Mor,Turkey  Denmark,W,2017-18,2,24,1,896
30,Celta de Vigo,LaLiga,left,176,Iago Aspas,Spain,W,2017-18,5,30,19,2566
21,Celta de Vigo,LaLiga,right,186,Maximiliano GÄÅmez,Uruguay,CF,2017-18,3,30,15,2482
22,Celta de Vigo,LaLiga,right,183,Lucas BoyÄ˜,Argentina  Italy,CF,2017-18,1,19,0,240
26,Real Betis BalompiÄ˜,LaLiga,both,178,Cristian Tello,Spain,W,2017-18,4,24,6,1386
25,Real Betis BalompiÄ˜,LaLiga,left,178,Joel Campbell,Costa Rica,W,2017-18,1,4,1,112
36,Real Betis BalompiÄ˜,LaLiga,right,181,JoaquÄßn,Spain,W,2017-18,7,27,4,2059
22,Real Betis BalompiÄ˜,LaLiga,right,175,Francis Guerrero,Spain,W,2017-18,0,15,0,1082
22,Real Betis BalompiÄ˜,LaLiga,right,181,Antonio Sanabria,Paraguay,CF,2017-18,0,12,7,638
29,Real Betis BalompiÄ˜,LaLiga,right,176,Sergio LeÄÅn,Spain,CF,2017-18,1,26,12,1864
36,Real Betis BalompiÄ˜,LaLiga,right,168,RubÄ˜n Castro,Spain,CF,2017-18,0,7,1,220
24,Real Betis BalompiÄ˜,LaLiga,,185,Loren MorÄÅn,Spain,CF,2017-18,0,28,20,2424
28,RCD Espanyol Barcelona,LaLiga,both,163,Pablo Piatti,Argentina  Italy,W,2017-18,3,24,1,1460
25,RCD Espanyol Barcelona,LaLiga,left,180,Gerard Moreno,Spain,CF,2017-18,2,34,15,2991
25,RCD Espanyol Barcelona,LaLiga,right,181,Leo BaptistÄ?o,Brazil  Spain,CF,2017-18,3,31,7,2290
34,RCD Espanyol Barcelona,LaLiga,right,174,Sergio GarcÄßa,Spain,CF,2017-18,4,28,2,1293
24,RCD Espanyol Barcelona,LaLiga,right,187,Jairo Morillas,Spain,CF,2017-18,,,,
22,Deportivo de La CoruÄ§a,LaLiga,right,168,Zakaria Bakkali,Belgium  Morocco,W,2017-18,1,19,0,850
25,Deportivo de La CoruÄ§a,LaLiga,right,177,Borja Valle,Spain,W,2017-18,0,10,2,159
25,Deportivo de La CoruÄ§a,LaLiga,left,170,Federico Cartabia,Argentina  Spain,W,2017-18,1,19,2,1342
25,Deportivo de La CoruÄ§a,LaLiga,left,171,Carles Gil,Spain,W,2017-18,2,10,0,534
29,Deportivo de La CoruÄ§a,LaLiga,left,180,Lucas PÄ˜rez,Spain,CF,2017-18,5,27,5,2123
24,Deportivo de La CoruÄ§a,LaLiga,right,180,Florin Andone,Romania  Spain,CF,2017-18,2,24,6,1503
30,Deportivo de La CoruÄ§a,LaLiga,right,183,AdriÄn LÄÅpez,Spain,CF,2017-18,3,22,5,1708
22,MÄlaga CF,LaLiga,right,182,Isaac Success,Nigeria,W,2017-18,1,4,0,102
25,MÄlaga CF,LaLiga,left,176,Maxime Lestienne,Belgium,W,2017-18,2,15,3,625
33,MÄlaga CF,LaLiga,left,178,Chory Castro,Uruguay  Spain,W,2017-18,1,20,3,1636
26,MÄlaga CF,LaLiga,right,172,Keko,Spain,W,2017-18,2,18,0,1137
27,MÄlaga CF,LaLiga,right,177,Samu GarcÄßa,Spain,W,2017-18,1,20,0,604
24,MÄlaga CF,LaLiga,right,177,Diego RolÄn,Uruguay,CF,2017-18,0,18,3,1175
25,MÄlaga CF,LaLiga,right,186,Borja BastÄÅn,Spain,CF,2017-18,0,18,2,1063
29,Mé?é?laga CF,LaLiga,right,181,Brown Ideye,Nigeria,CF,2017-18,0,7,1,478
20,MÄlaga CF,LaLiga,right,185,Adalberto PeÄ§aranda,Venezuela,CF,2017-18,0,13,0,808
20,MÄlaga CF,LaLiga,both,189,Youssef En-Nesyri,Morocco,CF,2017-18,0,18,2,903
31,Girona FC,LaLiga,right,184,Cristhian Stuani,Uruguay  Italy,CF,2017-18,0,23,15,1899
24,Girona FC,LaLiga,right,183,Anthony Lozano,Honduras,CF,2017-18,4,26,5,1363
23,Girona FC,LaLiga,,190,Michael Olunga,Kenya,CF,2017-18,1,11,3,466
29,SD Eibar,LaLiga,right,170,Takashi Inui,Japan,W,2017-18,1,28,4,2178
31,SD Eibar,LaLiga,right,183,Pedro LeÄÅn,Spain,W,2017-18,2,4,0,269
32,SD Eibar,LaLiga,right,171,FabiÄn Orellana,Chile,W,2017-18,1,10,3,628
23,SD Eibar,LaLiga,right,186,IvÄn Alejo,Spain,W,2017-18,3,14,1,816
26,SD Eibar,LaLiga,right,170,RubÄ˜n PeÄ§a,Spain,W,2017-18,1,21,0,1107
28,SD Eibar,LaLiga,right,181,Sergi Enrich,Spain,CF,2017-18,1,21,4,1418
28,SD Eibar,LaLiga,right,186,Kike,Spain,CF,2017-18,0,28,5,1879
33,SD Eibar,LaLiga,right,179,Charles,Brazil  Portugal,CF,2017-18,1,26,6,1479
21,Deportivo AlavÄ˜s,LaLiga,left,184,Alfonso Pedraza,Spain,W,2017-18,5,30,4,2266
24,Deportivo AlavÄ˜s,LaLiga,right,184,Burgui,Spain,W,2017-18,1,18,1,810
28,Deportivo AlavÄ˜s,LaLiga,right,178,Ibai GÄÅmez,Spain,W,2017-18,5,28,5,1975
29,Deportivo AlavÄ˜s,LaLiga,right,180,HernÄn PÄ˜rez,Paraguay  Spain,W,2017-18,0,14,0,588
22,Deportivo AlavÄ˜s,LaLiga,left,175,Munir El Haddadi,Spain  Morocco,CF,2017-18,6,27,10,1933
25,Deportivo AlavÄ˜s,LaLiga,right,185,John Guidetti,Sweden,CF,2017-18,2,20,2,1000
29,Deportivo AlavÄ˜s,LaLiga,left,184,Christian Santos,Venezuela  Germany,CF,2017-18,0,12,3,484
25,Deportivo AlavÄ˜s,LaLiga,right,185,RubÄ˜n Sobrino,Spain,CF,2017-18,2,23,2,1172
19,Deportivo AlavÄ˜s,LaLiga,right,184,Ermedin Demirovic,Bosnia-Herzegovina  Germany,CF,2017-18,0,4,3,192
29,CD LeganÄ˜s,LaLiga,left,174,Alexander Szymanowski,Argentina  Poland,W,2017-18,2,15,2,1102
23,CD LeganÄ˜s,LaLiga,right,182,JosÄ˜ Naranjo,Spain,W,2017-18,2,19,1,813
30,CD LeganÄ˜s,LaLiga,right,179,Nordin Amrabat,Morocco  Netherlands,W,2017-18,2,32,2,1677
31,CD LeganÄ˜s,LaLiga,both,170,Nabil El Zhar,Morocco  France,W,2017-18,0,30,2,2076
30,CD LeganÄ˜s,LaLiga,left,176,Omar,Spain,W,2017-18,1,19,0,986
29,CD LeganÄ˜s,LaLiga,right,174,Claudio Beauvue,Guadeloupe  France,CF,2017-18,0,27,3,1859
27,CD LeganÄ˜s,LaLiga,right,180,Miguel ÄÅngel Guerrero,Spain,CF,2017-18,0,15,2,983
21,Getafe CF,LaLiga,right,173,Amath Ndiaye,Senegal,W,2017-18,2,29,2,2156
27,Getafe CF,LaLiga,both,168,Dani Pacheco,Spain  Brazil,W,2017-18,0,8,0,120
22,Getafe CF,LaLiga,right,176,ÄÅlvaro JimÄ˜nez,Spain,W,2017-18,1,14,1,676
31,Getafe CF,LaLiga,right,185,LoÄåc RÄ˜my,France  Martinique,CF,2017-18,0,18,6,933
30,Getafe CF,LaLiga,right,171,ÄÅngel RodrÄßguez,Spain,CF,2017-18,2,25,11,1645
35,Getafe CF,LaLiga,right,188,Jorge Molina,Spain,CF,2017-18,3,27,7,2160
30,Levante UD,LaLiga,right,180,JosÄ˜ Luis Morales,Spain,W,2017-18,5,29,7,2432
23,Levante UD,LaLiga,right,167,Fahad Al-Muwallad,Saudi Arabia,W,2017-18,2,11,4,846
23,Levante UD,LaLiga,right,174,Ivi,Spain,W,2017-18,3,27,5,1563
23,Levante UD,LaLiga,right,178,Jason,Spain,W,2017-18,1,22,1,1628
27,Levante UD,LaLiga,right,179,Roger MartÄß,Spain,CF,2017-18,0,8,1,357
21,Levante UD,LaLiga,right,175,Emmanuel Boateng,Ghana,CF,2017-18,1,25,2,1325
25,Levante UD,LaLiga,right,190,Alex AlegrÄßa,Spain,CF,2017-18,0,9,0,632
33,Levante UD,LaLiga,right,180,Giampaolo Pazzini,Italy,CF,2017-18,0,25,5,1279
26,Levante UD,LaLiga,right,182,Armando Sadiku,Albania  Bulgaria,CF,2017-18,4,27,7,1309
24,UD Las Palmas,LaLiga,right,173,Jairo Samperio,Spain,W,2017-18,0,8,0,480
22,UD Las Palmas,LaLiga,right,180,HernÄn Toledo,Argentina,W,2017-18,2,16,1,684
22,UD Las Palmas,LaLiga,right,170,Nacho Gil,Spain,W,2017-18,2,18,0,936
35,UD Las Palmas,LaLiga,left,179,Momo,Spain,W,2017-18,1,10,2,543
24,UD Las Palmas,LaLiga,right,181,Jonathan Calleri,Argentina  Italy,CF,2017-18,2,31,10,2607
30,UD Las Palmas,LaLiga,right,182,Emmanuel Emenike,Nigeria,CF,2017-18,0,10,4,510
24,UD Las Palmas,LaLiga,right,178,Imoh Ezekiel,Nigeria,CF,2017-18,0,15,0,329
18,Ajax Amsterdam,Eredivisie,both,171,Justin Kluivert,Netherlands  Suriname,W,2017-18,4,29,7,2089
24,Ajax Amsterdam,Eredivisie,both,168,Amin Younes,Germany  Lebanon,W,2017-18,3,18,3,1272
20,Ajax Amsterdam,Eredivisie,right,185,Dennis Johnsen,Norway,W,2017-18,2,22,4,1564
21,Ajax Amsterdam,Eredivisie,left,175,David Neres,Brazil,W,2017-18,12,31,11,2351
20,Ajax Amsterdam,Eredivisie,left,179,Vaclav Cerny,Czech Republic,W,2017-18,3,8,2,435
20,Ajax Amsterdam,Eredivisie,right,187,Kasper Dolberg,Denmark,CF,2017-18,2,25,8,1597
20,Ajax Amsterdam,Eredivisie,right,184,Mateo Cassierra,Colombia,CF,2017-18,6,25,15,1982
34,Ajax Amsterdam,Eredivisie,right,186,Klaas-Jan Huntelaar,Netherlands,CF,2017-18,7,25,10,1631
22,PSV Eindhoven,Eredivisie,right,175,Hirving Lozano,Mexico,W,2017-18,10,27,15,2217
20,PSV Eindhoven,Eredivisie,right,178,Steven Bergwijn,Netherlands  Suriname,W,2017-18,8,30,7,1892
22,PSV Eindhoven,Eredivisie,left,188,GastÄÅn Pereiro,Uruguay,W,2017-18,4,26,6,1572
20,PSV Eindhoven,Eredivisie,right,177,Albert Gudmundsson,Iceland,W,2017-18,9,20,7,1003
19,PSV Eindhoven,Eredivisie,right,179,Maximiliano Romero,Argentina,CF,2017-18,1,10,4,886
27,PSV Eindhoven,Eredivisie,right,188,Luuk de Jong,Netherlands,CF,2017-18,9,29,11,2167
20,PSV Eindhoven,Eredivisie,both,189,Sam Lammers,Netherlands,CF,2017-18,3,20,10,1298
19,PSV Eindhoven U21,Eredivisie,right,,Donyell Malen,Netherlands,CF,2017-18,2,23,8,1392
24,Feyenoord Rotterdam,Eredivisie,right,180,Sam Larsson,Sweden,W,2017-18,5,27,7,1588
23,Feyenoord Rotterdam,Eredivisie,right,178,Jean-Paul BoÄ©tius,Netherlands  Suriname,W,2017-18,7,33,4,2224
17,Feyenoord Rotterdam,Eredivisie,,167,Cheick Toure,Netherlands  Guinea,W,2017-18,4,25,3,1721
26,Feyenoord Rotterdam,Eredivisie,left,182,Steven Berghuis,Netherlands,W,2017-18,13,37,17,3060
22,Feyenoord Rotterdam,Eredivisie,right,173,Bilal Basacikoglu,Turkey  Netherlands,W,2017-18,4,19,2,889
27,Feyenoord Rotterdam,Eredivisie,right,190,Nicolai JÄìrgensen,Denmark,CF,2017-18,3,29,10,2319
34,Feyenoord Rotterdam,Eredivisie,left,183,Robin van Persie,Netherlands,CF,2017-18,0,13,3,481
18,Feyenoord Rotterdam,Eredivisie,right,184,Dylan Vente,Netherlands,CF,2017-18,2,27,9,1751
22,AZ Alkmaar,Eredivisie,right,183,Oussama Idrissi,Netherlands  Morocco,W,2017-18,6,25,9,1556
24,AZ Alkmaar,Eredivisie,both,180,Alireza Jahanbakhsh,Iran,W,2017-18,13,31,13,2655
19,AZ Alkmaar,Eredivisie,left,182,Calvin Stengs,Netherlands  Suriname,W,2017-18,0,1,0,8
25,AZ Alkmaar,Eredivisie,right,197,Wout Weghorst,Netherlands,CF,2017-18,6,30,20,2672
20,AZ Alkmaar,Eredivisie,right,188,Ondè?ej MihÄlik,Czech Republic,CF,2017-18,0,21,5,920
17,AZ Alkmaar,Eredivisie,both,180,Myron Boadu,Netherlands  Ghana,CF,2017-18,,,,
20,AZ Alkmaar,Eredivisie,right,190,Ferdy Druijf,Netherlands,CF,2017-18,0,17,6,1184
21,FC Utrecht,Eredivisie,right,185,Patrick Joosten,Netherlands,W,2017-18,0,3,2,130
22,FC Utrecht,Eredivisie,right,175,Gyrano Kerk,Netherlands  Suriname,W,2017-18,6,31,6,2425
20,FC Utrecht,Eredivisie,left,170,Bilal Ould-Chikh,Morocco  Netherlands,W,2017-18,0,14,1,835
24,FC Utrecht,Eredivisie,right,182,Jean-Christophe Bahebeck,France  Cameroon,CF,2017-18,1,7,3,372
23,FC Utrecht,Eredivisie,both,185,Cyriel Dessers,Belgium  Nigeria,CF,2017-18,5,29,10,1626
27,FC Utrecht,Eredivisie,right,201,Simon Makienok,Denmark,CF,2017-18,0,2,0,180
23,FC Utrecht,Eredivisie,right,183,Lukas GÄìrtler,Germany,CF,2017-18,3,22,2,798
18,FC Utrecht U21,Eredivisie,right,181,Nick Venema,Netherlands,CF,2017-18,2,23,9,1472
23,SC Heerenveen,Eredivisie,right,176,Arber Zeneli,Kosovo  Sweden,W,2017-18,4,16,5,1216
22,SC Heerenveen,Eredivisie,right,173,Nemanja Mihajlovic,Serbia,W,2017-18,2,22,5,1140
19,SC Heerenveen,Eredivisie,left,178,Martin Ä?degaard,Norway,W,2017-18,2,24,2,2093
26,SC Heerenveen,Eredivisie,right,168,Marco Rojas,New Zealand  Chile,W,2017-18,0,22,7,995
30,SC Heerenveen,Eredivisie,left,180,Reza Ghoochannejhad,Iran  Netherlands,CF,2017-18,1,27,7,1838
27,SC Heerenveen,Eredivisie,right,201,Henk Veerman,Netherlands,CF,2017-18,3,32,9,1447
27,Vitesse Arnhem,Eredivisie,right,170,Bryan Linssen,Netherlands,W,2017-18,5,33,13,2869
19,Vitesse Arnhem U21,Eredivisie,,,Lars ten Teije,Netherlands,W,2017-18,0,19,4,1627
30,Vitesse Arnhem,Eredivisie,,173,Roy Beerens,Netherlands,W,2017-18,3,26,2,1570
18,Vitesse Arnhem,Eredivisie,right,170,Mitchell van Bergen,Netherlands,W,2017-18,1,22,4,1468
29,Vitesse Arnhem,Eredivisie,right,188,Tim Matavz,Slovenia,CF,2017-18,2,30,10,2330
25,Vitesse Arnhem,Eredivisie,right,188,Luc Castaignos,Netherlands  France,CF,2017-18,1,31,3,1157
23,FC Groningen,Eredivisie,right,181,Mimoun Mahi,Morocco  Netherlands,W,2017-18,5,23,7,1812
21,FC Groningen,Eredivisie,left,183,Ajdin Hrustic,Australia  Bosnia-Herzegovina,W,2017-18,1,17,5,969
20,FC Groningen,Eredivisie,right,174,Uriel Antuna,Mexico,W,2017-18,0,17,1,924
26,FC Groningen,Eredivisie,,196,Lars Veldwijk,South Africa  Netherlands,CF,2017-18,2,20,4,979
27,FC Groningen,Eredivisie,right,181,Tom van Weert,Netherlands,CF,2017-18,3,26,6,1635
26,PEC Zwolle,Eredivisie,right,178,Youness Mokhtar,Morocco  Netherlands,W,2017-18,6,29,8,2459
22,PEC Zwolle,Eredivisie,right,174,Queensy Menig,Netherlands  Suriname,W,2017-18,2,23,1,794
24,PEC Zwolle,Eredivisie,,175,Terell Ondaan,Netherlands  Suriname,W,2017-18,2,31,7,1372
23,PEC Zwolle,Eredivisie,left,180,Younes Namli,Denmark  Morocco,W,2017-18,6,30,6,2554
26,PEC Zwolle,Eredivisie,both,177,Athanasios Karagounis,Greece,W,2017-18,0,6,1,364
24,PEC Zwolle,Eredivisie,both,191,Piotr Parzyszek,Poland  Netherlands,CF,2017-18,3,21,4,1174
29,PEC Zwolle,Eredivisie,both,187,Stef Nijland,Netherlands,CF,2017-18,3,19,4,775
29,FC Twente Enschede,Eredivisie,right,175,Oussama Assaidi,Morocco  Netherlands,W,2017-18,3,24,8,1891
25,FC Twente Enschede,Eredivisie,both,180,Adnane Tighadouini,Morocco  Netherlands,W,2017-18,0,21,4,930
19,FC Twente Enschede,Eredivisie,right,,Dylan George,Netherlands,W,2017-18,0,14,3,990
24,FC Twente Enschede,Eredivisie,right,179,Luciano Slagveer,Netherlands  Suriname,W,2017-18,1,20,1,972
25,FC Twente Enschede,Eredivisie,right,185,Tom Boere,Netherlands,CF,2017-18,5,31,7,2405
33,FC Twente Enschede,Eredivisie,right,183,Mounir El Hamdaoui,Morocco  Netherlands,CF,2017-18,0,3,0,88
21,FC Twente Enschede,Eredivisie,right,194,Marko Kvasina,Austria  Croatia,CF,2017-18,0,15,0,483
23,FC Twente Enschede,Eredivisie,,194,Jari Oosterwijk,Netherlands,CF,2017-18,0,9,2,765
23,ADO Den Haag,Eredivisie,left,183,Ricardo Kishna,Netherlands  Suriname,W,2017-18,1,3,0,83
34,ADO Den Haag,Eredivisie,right,179,Ä?douard Duplan,France,W,2017-18,0,15,0,539
23,ADO Den Haag,Eredivisie,right,188,Melvyn Lorenzen,Uganda  Germany,W,2017-18,0,18,2,825
23,ADO Den Haag,Eredivisie,right,180,Sheraldo Becker,Netherlands  Suriname,W,2017-18,6,24,2,2056
26,ADO Den Haag,Eredivisie,right,169,Elson Hooi,Curacao  Netherlands,W,2017-18,2,24,2,1022
26,ADO Den Haag,Eredivisie,right,195,BjÄìrn Johnsen,Norway  United States,CF,2017-18,1,28,10,2049
18,ADO Den Haag,Eredivisie,both,177,Delano Ladan,Netherlands,CF,2017-18,2,20,7,1365
23,Heracles Almelo,Eredivisie,right,180,Kristoffer Peterson,Sweden,W,2017-18,4,30,9,2279
20,Heracles Almelo,Eredivisie,right,174,Zeki Erkilinc,Netherlands  Turkey,W,2017-18,0,5,1,403
25,Heracles Almelo,Eredivisie,left,181,Brandley Kuwas,Curacao  Netherlands,W,2017-18,13,26,5,2075
23,Heracles Almelo,Eredivisie,right,175,Brahim Darri,Netherlands  Morocco,W,2017-18,5,17,0,1088
26,Heracles Almelo,Eredivisie,,176,Jaroslav NavrÄtil,Czech Republic,W,2017-18,2,18,0,963
25,Heracles Almelo,Eredivisie,,188,Paul Gladon,Netherlands,CF,2017-18,1,30,7,1670
