age,current club,current league,foot,height,name,nationality,position,season,assists, games,goals,minutes
27,Kardemir KarabÄ™kspor,SÄ™per Lig,,,Yusuf Akbulut,Turkey,CF,2013-14,0,25,4,1678
25,Olympiacos Piraeus,Super League,left,182,SebÄ,Brazil,W,2013-14,4,33,8,2463
28,Olympiacos Piraeus,Super League,right,170,Marko Marin,Germany,W,2013-14,7,30,2,1530
30,Olympiacos Piraeus,Super League,right,182,Kevin Mirallas,Belgium,W,2013-14,11,37,8,2619
27,Olympiacos Piraeus,Super League,both,178,Felipe Pardo,Colombia,W,2013-14,6,41,9,2790
24,Olympiacos Piraeus,Super League,right,181,Uros Djurdjevic,Serbia,CF,2013-14,3,27,5,1787
27,Olympiacos Piraeus,Super League,both,183,Karim Ansarifard,Iran,CF,2013-14,7,32,15,2643
22,Olympiacos Piraeus,Super League,both,185,Nikolaos Vergos,Greece,CF,2013-14,0,8,2,410
27,PAOK Thessaloniki,Super League,right,179,RÄÅbert Mak,Slovakia,W,2013-14,2,20,0,879
19,PAOK Thessaloniki,Super League,right,178,Dimitrios Limnios,Greece  Brazil,W,2013-14,,,,
30,PAOK Thessaloniki,Super League,right,176,Djalma,Angola  Portugal,W,2013-14,5,30,7,2298
27,PAOK Thessaloniki,Super League,right,191,Aleksandar Prijovic,Serbia  Switzerland,CF,2013-14,2,21,6,1234
22,PAOK Thessaloniki,Super League,right,184,Efthymios Koulouris,Greece,CF,2013-14,0,11,3,314
31,AEK Athens,Super League,both,183,Lazaros Christodoulopoulos,Greece,W,2013-14,3,29,2,1978
24,AEK Athens,Super League,right,182,Marko Livaja,Croatia,CF,2013-14,1,23,4,991
26,AEK Athens,Super League,right,180,Sergio Araujo,Argentina,CF,2013-14,1,23,4,1184
23,AEK Athens,Super League,right,186,Georgios Giakoumakis,Greece,CF,2013-14,2,16,2,876
21,AEK Athens,Super League,right,184,Dimitrios Melikiotis,Greece,CF,2013-14,0,0,0,0
30,Panathinaikos Athens,Super League,left,174,Anthony Mounier,France,W,2013-14,5,34,3,2026
23,Panathinaikos Athens,Super League,both,181,Giannis Mystakidis,Greece,W,2013-14,0,0,0,0
20,Panathinaikos Athens,Super League,both,178,Anastasios Chatzigiovannis,Greece,W,2013-14,,,,
17,Panathinaikos Athens,Super League,,171,Dimitrios Emmanouilidis,Greece,W,2013-14,,,,
20,Panathinaikos Athens,Super League,right,182,Christos Kountouriotis,Greece,W,2013-14,,,,
29,Panathinaikos Athens,Super League,right,186,Guillermo Molins,Sweden  Uruguay,CF,2013-14,3,11,8,904
20,Panathinaikos Athens,Super League,,177,Sotiris Pispas,Greece,CF,2013-14,,,,
24,Atromitos Athen,Super League,right,176,Amr Warda,Egypt,W,2013-14,0,2,0,57
23,Atromitos Athen,Super League,left,180,Bruno,Brazil,W,2013-14,,,,
30,Atromitos Athen,Super League,right,177,Georgios Manousos,Greece,W,2013-14,2,32,6,2730
30,Atromitos Athen,Super League,right,180,Abiola Dauda,Nigeria  Sweden,CF,2013-14,4,27,13,1899
29,Atromitos Athen,Super League,right,179,Nicolas Diguiny,France,CF,2013-14,,,,
21,Atromitos Athen,Super League,right,177,Konstantinos Kotsopoulos,Greece,CF,2013-14,,,,
24,Panionios Athens,Super League,right,184,Georgios Masouras,Greece,W,2013-14,,,,
24,Panionios Athens,Super League,both,173,Srdjan Spiridonovic,Austria  Serbia,W,2013-14,5,25,5,1634
20,Panionios Athens,Super League,right,183,Lazaros Lamprou,Greece,W,2013-14,,,,
19,Panionios Athens,Super League,left,181,Gerasimos Voukelatos,Greece,W,2013-14,,,,
23,Panionios Athens,Super League,right,180,Samed Yesil,Germany  Turkey,CF,2013-14,0,4,1,183
21,Panionios Athens,Super League,right,185,Fiorin Durmishaj,Albania  Greece,CF,2013-14,,,,
30,Panionios Athens,Super League,right,181,Nicki Bille Nielsen,Denmark,CF,2013-14,4,16,8,923
24,Panetolikos Agrinio,Super League,right,174,Farley Rosa,Brazil  Portugal,W,2013-14,1,23,1,990
20,Panetolikos Agrinio,Super League,,,Ilias Gianniotis,Greece,W,2013-14,,,,
23,Panetolikos Agrinio,Super League,right,174,ClÄ˜sio BaÄ¶que,Mozambique,W,2013-14,0,13,3,615
28,Panetolikos Agrinio,Super League,right,169,Jorge DÄßaz,Uruguay  Spain,W,2013-14,1,9,1,728
24,Panetolikos Agrinio,Super League,right,183,Vlad Morar,Romania,CF,2013-14,0,10,0,258
20,Panetolikos Agrinio,Super League,,,Georgios Vakrakos,Greece,CF,2013-14,,,,
24,Asteras Tripolis,Super League,left,180,Eugenio Isnaldo,Argentina,W,2013-14,1,10,0,392
19,Asteras Tripolis,Super League,left,175,Gyeol-Hee Jang,"Korea, South",W,2013-14,,,,
27,Asteras Tripolis,Super League,right,171,Nikolaos Kaltsas,Greece,W,2013-14,7,31,3,2263
25,Asteras Tripolis,Super League,right,183,Giannis Kotsiras,Greece,W,2013-14,,,,
21,Asteras Tripolis,Super League,right,178,Nabil Jaadi,Morocco  Belgium,W,2013-14,2,12,2,1140
19,Asteras Tripolis,Super League,right,173,Giannis Bastianos,Greece,W,2013-14,,,,
28,Asteras Tripolis,Super League,right,189,Michalis Manias,Greece,CF,2013-14,1,33,7,2360
18,Asteras Tripolis,Super League,,,Anastasios Douvikas,Greece,CF,2013-14,,,,
21,Asteras Tripolis,Super League,both,185,Rooney Wankewai,Cameroon,CF,2013-14,,,,
19,PAS Giannina,Super League,,176,Enes Dolovac,Serbia,W,2013-14,,,,
20,PAS Giannina,Super League,right,174,Georgios Manthatis,Greece,W,2013-14,0,0,0,0
33,PAS Giannina,Super League,both,179,Karim Soltani,Algeria  France,W,2013-14,7,33,7,2718
29,PAS Giannina,Super League,,181,Pedro Conde,Spain,CF,2013-14,0,32,4,1526
26,PAS Giannina,Super League,right,184,Philip Hellquist,Sweden,CF,2013-14,3,33,20,1580
21,PAS Giannina,Super League,right,180,Franck Betra,France,CF,2013-14,0,0,0,0
31,AOK Kerkyra,Super League,left,180,Denis Epstein,Germany,W,2013-14,5,34,6,2489
25,AOK Kerkyra,Super League,left,176,FÄbio Nunes,Portugal,W,2013-14,0,6,0,273
31,AOK Kerkyra,Super League,left,177,Alexandros Kontos,Greece,W,2013-14,3,27,7,1625
32,AOK Kerkyra,Super League,right,168,Fotis Georgiou,Greece,W,2013-14,1,23,1,797
27,AOK Kerkyra,Super League,right,183,Thuram,Brazil,CF,2013-14,0,31,15,2273
26,AOK Kerkyra,Super League,both,185,Nestoras Mytidis,Cyprus,CF,2013-14,0,33,10,2409
24,AOK Kerkyra,Super League,right,179,Georgios Pamlidis,Greece,CF,2013-14,,,,
26,AOK Kerkyra,Super League,right,178,Jonathan Bauman,Argentina,CF,2013-14,,,,
24,AOK Kerkyra,Super League,right,186,Konstantinos Georgakopoulos,Greece,CF,2013-14,1,9,2,328
23,Apollon Smyrnis,Super League,both,184,Christos Albanis,Greece,W,2013-14,1,20,4,1307
25,Apollon Smyrnis,Super League,right,172,Savvas Siatravanis,Greece,W,2013-14,2,29,4,1584
33,Apollon Smyrnis,Super League,right,178,Enver Alivodic,Serbia,W,2013-14,7,42,9,3572
27,Apollon Smyrnis,Super League,right,185,Darren Maatsen,Netherlands  Suriname,W,2013-14,0,12,1,273
29,Apollon Smyrnis,Super League,right,185,Anthony Stokes,Ireland,CF,2013-14,13,47,21,3622
26,Apollon Smyrnis,Super League,,179,Eli Elbaz,Israel,CF,2013-14,0,1,0,15
32,Apollon Smyrnis,Super League,right,182,Gonzalo Castillejos,Argentina,CF,2013-14,2,15,2,696
24,AO Xanthi,Super League,,174,Kike Boula,Equatorial Guinea  Spain,W,2013-14,,,,
30,AO Xanthi,Super League,right,178,Brito,Cape Verde  Portugal,W,2013-14,0,21,1,996
26,AO Xanthi,Super League,left,178,Petar Djurickovic,Serbia,W,2013-14,0,4,0,60
25,AO Xanthi,Super League,both,181,Panagiotis Triadis,Greece  Germany,W,2013-14,3,24,3,1155
31,AO Xanthi,Super League,both,170,Erik Jendrisek,Slovakia,CF,2013-14,3,32,2,2055
26,AO Xanthi,Super League,right,182,MatÄßas Castro,Argentina,CF,2013-14,0,2,1,180
19,AO Xanthi,Super League,,187,Nikolaos Sampanidis,Greece,CF,2013-14,,,,
24,AE Larisa,Super League,right,179,Milos Deletic,Serbia,W,2013-14,4,19,2,1195
25,AE Larisa,Super League,left,179,Nemanja Mladenovic,Serbia,W,2013-14,0,18,2,1192
19,AE Larisa,Super League,,,Konstantinos Makris,Greece,W,2013-14,,,,
30,AE Larisa,Super League,right,185,Thomas Nazlidis,Greece,CF,2013-14,0,8,4,645
28,AE Larisa,Super League,right,179,Sandi Krizman,Croatia,CF,2013-14,4,26,7,1890
34,AE Larisa,Super League,right,191,Emanuel Perrone,Argentina  Italy,CF,2013-14,1,24,4,1527
29,Platanias Chania,Super League,right,179,Filip Kasalica,Montenegro  Serbia,W,2013-14,3,40,3,2184
19,Platanias Chania,Super League,right,182,Giannis Papanikolaou,Greece,W,2013-14,,,,
20,Platanias Chania,Super League,left,186,Gurjinder Singh,Greece,W,2013-14,,,,
25,Platanias Chania,Super League,right,180,Clarck N'Sikulu,DR Congo  France,CF,2013-14,0,22,3,608
31,Platanias Chania,Super League,both,172,Shikoze Udoji,Bulgaria  Nigeria,CF,2013-14,8,41,12,3266
32,Platanias Chania,Super League,left,191,Antonis Petropoulos,Greece,CF,2013-14,4,29,12,2238
30,Platanias Chania,Super League,right,186,Piotr Grzelczak,Poland,CF,2013-14,7,39,7,2545
24,PAS Lamia 1964,Super League,both,164,Wanderson,Brazil,W,2013-14,,,,
25,PAS Lamia 1964,Super League,left,183,Nikolaos Tsoukalos,Greece,W,2013-14,1,22,1,1196
27,PAS Lamia 1964,Super League,right,179,Michalis Frangos,Greece,W,2013-14,2,28,15,2388
27,PAS Lamia 1964,Super League,right,185,Evgen Budnik,Ukraine,CF,2013-14,1,20,1,849
26,PAS Lamia 1964,Super League,right,193,Nikola Asceric,Serbia,CF,2013-14,0,18,3,1613
19,PAS Lamia 1964,Super League,,,Vangelis Patsarouchas,Greece,CF,2013-14,,,,
25,APO Levadiakos,Super League,both,179,Petros Giakoumakis,Greece,W,2013-14,,,,
29,APO Levadiakos,Super League,left,168,Mohamed Youssouf,Comoros  France,W,2013-14,0,2,0,210
31,APO Levadiakos,Super League,left,180,Chahir Belghazouani,Morocco  France,W,2013-14,0,18,0,1174
25,APO Levadiakos,Super League,right,171,Souleymane Sawadogo,Burkina Faso  Cote d'Ivoire,W,2013-14,0,27,0,1021
31,APO Levadiakos,Super League,both,191,Marko Markovski,Serbia,CF,2013-14,0,9,1,384
18,APO Levadiakos,Super League,both,186,Fotis Ioannidis,Greece,CF,2013-14,,,,
26,Paris Saint-Germain,Ligue 1,both,175,Neymar,Brazil,W,2013-14,15,41,15,2838
24,Paris Saint-Germain,Ligue 1,right,187,Julian Draxler,Germany,W,2013-14,10,38,6,3101
19,Paris Saint-Germain,Ligue 1,right,178,Kylian MbappÄ˜,France  Cameroon,W,2013-14,,,,
30,Paris Saint-Germain,Ligue 1,left,180,ÄÅngel Di MarÄßa,Argentina  Italy,W,2013-14,26,52,11,3758
31,Paris Saint-Germain,Ligue 1,right,184,Edinson Cavani,Uruguay  Italy,CF,2013-14,6,43,25,3418
22,AS Monaco,Ligue 1,left,170,Thomas Lemar,France  Guadeloupe,W,2013-14,1,9,0,190
23,AS Monaco,Ligue 1,both,184,Keita BaldÄ˜,Senegal  Spain,W,2013-14,9,39,11,2436
22,AS Monaco,Ligue 1,left,172,Gabriel Boschilia,Brazil  Italy,W,2013-14,0,21,2,472
22,AS Monaco,Ligue 1,left,174,Rony Lopes,Portugal  Brazil,W,2013-14,9,28,11,2220
25,AS Monaco,Ligue 1,left,182,Rachid Ghezzal,Algeria  France,W,2013-14,0,0,0,0
18,AS Monaco,Ligue 1,right,183,Jordi Mboula,Spain  Congo,W,2013-14,,,,
32,AS Monaco,Ligue 1,right,177,Falcao,Colombia,CF,2013-14,1,19,11,1499
28,AS Monaco,Ligue 1,right,183,Stevan Jovetic,Montenegro  Serbia,CF,2013-14,2,18,6,578
21,AS Monaco,Ligue 1,left,184,Adama Diakhaby,France  Senegal,CF,2013-14,,,,
16,AS Monaco,Ligue 1,right,188,Pietro Pellegri,Italy,CF,2013-14,,,,
24,Olympique Lyon,Ligue 1,right,176,Memphis Depay,Netherlands  Ghana,W,2013-14,10,43,14,3669
16,Olympique Lyon,Ligue 1,right,185,Willem Geubbels,France  Netherlands,W,2013-14,,,,
21,Olympique Lyon,Ligue 1,left,179,Maxwel Cornet,Cote d'Ivoire  France,W,2013-14,0,15,0,380
22,Olympique Lyon,Ligue 1,left,181,Bertrand TraorÄ˜,Burkina Faso,W,2013-14,1,18,3,850
24,Olympique Lyon,Ligue 1,right,182,Mariano DÄßaz,Dominican Republic  Spain,CF,2013-14,2,27,15,1924
19,Olympique Lyon,Ligue 1,right,181,Myziane Maolida,France  Comoros,CF,2013-14,,,,
18,Olympique Lyon,Ligue 1,right,180,Amine Gouiri,France  Algeria,CF,2013-14,,,,
23,Olympique Marseille,Ligue 1,both,187,Lucas Ocampos,Argentina,W,2013-14,5,39,7,1736
25,Olympique Marseille,Ligue 1,left,179,Florian Thauvin,France,W,2013-14,6,41,10,2584
19,Olympique Marseille,Ligue 1,right,168,Yusuf Sari,France  Turkey,W,2013-14,,,,
24,Olympique Marseille,Ligue 1,right,175,Clinton N'Jie,Cameroon,CF,2013-14,0,6,0,69
30,Olympique Marseille,Ligue 1,both,188,Konstantinos Mitroglou,Greece,CF,2013-14,3,24,19,1685
27,Olympique Marseille,Ligue 1,right,180,ValÄóre Germain,France,CF,2013-14,3,26,5,1470
21,OGC Nice,Ligue 1,right,173,Allan Saint-Maximin,France  Guadeloupe,W,2013-14,0,5,0,107
20,OGC Nice,Ligue 1,left,176,Bassem Srarfi,Tunisia,W,2013-14,,,,
20,OGC Nice,Ligue 1,left,180,Vincent Marcel,France  Guadeloupe,W,2013-14,,,,
27,OGC Nice,Ligue 1,right,189,Mario Balotelli,Italy  Ghana,CF,2013-14,7,41,18,3161
25,OGC Nice,Ligue 1,right,181,Alassane PlÄ˜a,France  Mali,CF,2013-14,1,25,4,1529
27,OGC Nice,Ligue 1,right,184,MickaÄ©l Le Bihan,France,CF,2013-14,0,33,9,2364
21,FC Girondins Bordeaux,Ligue 1,right,182,FranÄ‰ois Kamano,Guinea,W,2013-14,,,,
21,FC Girondins Bordeaux,Ligue 1,left,171,Malcom,Brazil,W,2013-14,1,20,2,1206
26,FC Girondins Bordeaux,Ligue 1,right,175,Jonathan CafÄ¶,Brazil  Bulgaria,W,2013-14,6,32,6,2634
26,FC Girondins Bordeaux,Ligue 1,,177,Martin Braithwaite,Denmark  Guyana,CF,2013-14,9,40,11,3319
27,FC Girondins Bordeaux,Ligue 1,right,182,Nicolas de PrÄ˜ville,France,CF,2013-14,3,35,5,2226
23,FC Girondins Bordeaux,Ligue 1,left,181,GaÄ©tan Laborde,France,CF,2013-14,,,,
23,FC Girondins Bordeaux,Ligue 1,right,184,Alexandre Mendy,France  Senegal,CF,2013-14,,,,
30,FC Toulouse,Ligue 1,right,175,Max Gradel,Cote d'Ivoire  France,W,2013-14,5,20,5,1087
28,FC Toulouse,Ligue 1,left,180,Jimmy Durmaz,Sweden  Turkey,W,2013-14,4,33,6,2767
22,FC Toulouse,Ligue 1,right,170,Corentin Jean,France,W,2013-14,3,26,4,1080
23,FC Toulouse,Ligue 1,right,175,Firmin Mubele,DR Congo,CF,2013-14,0,14,5,1055
26,FC Toulouse,Ligue 1,right,182,Andy Delort,France,CF,2013-14,8,39,25,3265
31,FC Toulouse,Ligue 1,right,189,Ola Toivonen,Sweden,CF,2013-14,6,41,10,2864
25,FC Toulouse,Ligue 1,right,194,Yaya Sanogo,France  Cote d'Ivoire,CF,2013-14,1,15,0,580
20,Stade Rennais FC,Ligue 1,right,185,IsmaÄåla Sarr,Senegal,CF,2013-14,,,,
28,Stade Rennais FC,Ligue 1,right,184,Diafra Sakho,Senegal  France,CF,2013-14,3,38,20,3291
23,Stade Rennais FC,Ligue 1,right,173,Brandon,Spain,CF,2013-14,0,2,0,128
21,LOSC Lille,Ligue 1,left,175,Luiz AraÄ¶jo,Brazil,W,2013-14,,,,
19,LOSC Lille,Ligue 1,right,178,Imad Faraj,Morocco  France,W,2013-14,,,,
22,LOSC Lille,Ligue 1,left,183,Nicolas Pepe,Cote d'Ivoire  France,W,2013-14,,,,
22,LOSC Lille,Ligue 1,right,189,Anwar El Ghazi,Netherlands  Morocco,W,2013-14,0,16,9,1329
20,LOSC Lille,Ligue 1,right,178,Ezequiel Ponce,Argentina  Italy,CF,2013-14,2,21,4,1307
22,LOSC Lille,Ligue 1,right,182,Lebo Mothiba,South Africa,CF,2013-14,,,,
27,FC Nantes,Ligue 1,right,173,Yassine El Ghanassy,Belgium  Morocco,W,2013-14,2,31,5,2109
21,FC Nantes,Ligue 1,left,175,Alexis AlÄ˜guÄ˜,Cameroon  France,W,2013-14,,,,
27,FC Nantes,Ligue 1,right,187,Emiliano Sala,Argentina  Italy,CF,2013-14,3,39,18,3242
26,FC Nantes,Ligue 1,right,197,Kalifa Coulibaly,Mali,CF,2013-14,,,,
30,FC Nantes,Ligue 1,right,178,Prejuce Nakoulma,Burkina Faso,CF,2013-14,6,37,10,3073
27,FC Nantes,Ligue 1,right,186,Kolbeinn SigthÄÅrsson,Iceland,CF,2013-14,2,42,12,2787
26,FC Nantes,Ligue 1,right,189,Yacine Bammou,Morocco  France,CF,2013-14,,,,
19,FC Nantes,Ligue 1,right,187,Randal Kolo Muani,DR Congo  France,CF,2013-14,,,,
25,FC Nantes,Ligue 1,right,182,Santy Ngom,France  Senegal,CF,2013-14,,,,
25,AS Saint-Ä?tienne,Ligue 1,right,180,Paul-Georges Ntep,France  Cameroon,W,2013-14,4,35,16,2610
29,AS Saint-Ä?tienne,Ligue 1,right,184,KÄ˜vin Monnet-Paquet,France  Rwanda,W,2013-14,4,38,4,2969
21,AS Saint-Ä?tienne,Ligue 1,right,175,Jonathan Bamba,France  Cote d'Ivoire,W,2013-14,,,,
30,AS Saint-Ä?tienne,Ligue 1,right,178,Romain Hamouma,France,W,2013-14,4,39,11,2942
23,AS Saint-Ä?tienne,Ligue 1,left,178,Oussama Tannane,Morocco  Netherlands,W,2013-14,3,33,7,1771
26,AS Saint-Ä?tienne,Ligue 1,both,188,Robert Beric,Slovenia,CF,2013-14,11,42,12,3350
25,HSC Montpellier,Ligue 1,left,170,Keagan Dolly,South Africa,W,2013-14,3,27,3,2195
19,HSC Montpellier,Ligue 1,left,175,Jonathan IkonÄ˜,France  DR Congo,W,2013-14,,,,
22,HSC Montpellier,Ligue 1,right,187,Isaac Mbenza,Belgium  DR Congo,W,2013-14,,,,
35,HSC Montpellier,Ligue 1,right,174,Souleymane Camara,Senegal,W,2013-14,2,36,4,2129
28,HSC Montpellier,Ligue 1,left,180,Giovanni Sio,Cote d'Ivoire  France,CF,2013-14,4,39,12,2472
24,HSC Montpellier,Ligue 1,right,186,Casimir Ninga,Chad,CF,2013-14,,,,
20,HSC Montpellier,Ligue 1,right,179,JÄ˜rÄ˜mie Porsan-Clemente,France  Martinique,CF,2013-14,0,5,2,236
25,FCO Dijon,Ligue 1,right,173,NaÄåm Sliti,Tunisia  France,W,2013-14,,,,
22,FCO Dijon,Ligue 1,right,171,Wesley SaÄåd,France  Mauritius,W,2013-14,0,9,0,272
23,FCO Dijon,Ligue 1,left,174,Chang-hun Kwon,"Korea, South",W,2013-14,0,18,1,872
26,FCO Dijon,Ligue 1,right,183,Benjamin Jeannot,France,CF,2013-14,2,33,6,2222
29,FCO Dijon,Ligue 1,right,187,Julio TavarÄós,Cape Verde  France,CF,2013-14,2,30,8,1907
21,EA Guingamp,Ligue 1,right,184,Marcus Coco,France  Guadeloupe,W,2013-14,,,,
27,EA Guingamp,Ligue 1,right,170,Nicolas Benezet,France,W,2013-14,2,30,3,1766
28,EA Guingamp,Ligue 1,left,178,Abdoul Camara,Guinea  France,W,2013-14,1,18,2,483
36,EA Guingamp,Ligue 1,left,172,Thibault Giresse,France,W,2013-14,4,36,3,2186
27,EA Guingamp,Ligue 1,left,177,Yannis Salibur,France  DR Congo,W,2013-14,0,35,7,2794
26,EA Guingamp,Ligue 1,right,173,Yeni N'Gbakoto,DR Congo  France,W,2013-14,5,38,14,2876
32,EA Guingamp,Ligue 1,right,183,Jimmy Briand,France  Martinique,CF,2013-14,7,40,9,2239
20,EA Guingamp,Ligue 1,right,192,Marcus Thuram,France  Guadeloupe,CF,2013-14,,,,
21,EA Guingamp,Ligue 1,right,196,NathaÄ©l Julan,France,CF,2013-14,,,,
27,SM Caen,Ligue 1,left,181,HervÄ˜ Bazile,Haiti  France,W,2013-14,,,,
25,SM Caen,Ligue 1,right,183,Jordan N'Kololo,DR Congo  France,W,2013-14,4,32,1,1455
20,SM Caen,Ligue 1,both,171,Jan Repas,Slovenia,W,2013-14,,,,
18,SM Caen,Ligue 1,right,180,Timo Stavitski,Finland,W,2013-14,,,,
28,SM Caen,Ligue 1,right,192,Ronny Rodelin,France,CF,2013-14,3,35,4,1504
28,SM Caen,Ligue 1,right,190,Ivan Santini,Croatia,CF,2013-14,10,39,16,3219
23,SM Caen,Ligue 1,right,184,Enzo Crivelli,France,CF,2013-14,0,3,0,57
27,SM Caen,Ligue 1,right,182,Christian Kouakou,Cote d'Ivoire,CF,2013-14,3,38,9,2405
24,SCO Angers,Ligue 1,right,175,Thomas TourÄ˜,Cote d'Ivoire  France,W,2013-14,0,2,0,22
27,SCO Angers,Ligue 1,right,180,Billy Ketkeophomphone,France  Laos,W,2013-14,6,38,11,2366
26,SCO Angers,Ligue 1,right,181,Gilles Sunu,Togo  France,W,2013-14,1,20,1,776
20,SCO Angers,Ligue 1,right,185,Wilfried Kanga,Cote d'Ivoire  France,W,2013-14,,,,
25,SCO Angers,Ligue 1,right,183,Karl Toko Ekambi,Cameroon  France,CF,2013-14,,,,
22,SCO Angers,Ligue 1,right,189,Baptiste Guillaume,Belgium,CF,2013-14,,,,
30,SCO Angers,Ligue 1,right,185,Goran Karanovic,Switzerland  Serbia,CF,2013-14,4,45,17,2958
29,SCO Angers,Ligue 1,right,193,FÄ˜rÄ˜bory DorÄ˜,Congo,CF,2013-14,5,38,13,2530
21,RC Strasbourg Alsace,Ligue 1,right,184,Martin Terrier,France,W,2013-14,,,,
26,RC Strasbourg Alsace,Ligue 1,right,180,Idriss Saadi,Algeria  France,CF,2013-14,0,20,7,1721
27,RC Strasbourg Alsace,Ligue 1,right,182,Nuno Da Costa,Cape Verde  France,CF,2013-14,0,1,1,120
25,RC Strasbourg Alsace,Ligue 1,right,185,StÄ˜phane Bahoken,France  Cameroon,CF,2013-14,0,5,0,193
34,RC Strasbourg Alsace,Ligue 1,right,187,JÄ˜rÄ˜my Blayac,France,CF,2013-14,1,34,8,1446
26,ES Troyes AC,Ligue 1,right,191,Hyun-Jun Suk,"Korea, South",CF,2013-14,1,15,2,983
24,ES Troyes AC,Ligue 1,right,183,Adama Niane,Mali,CF,2013-14,,,,
28,ES Troyes AC,Ligue 1,right,177,Jonathan Tinhan,Benin  France,CF,2013-14,0,4,0,122
30,ES Troyes AC,Ligue 1,right,187,RaphaÄ©l CacÄ˜rÄós,France,CF,2013-14,4,51,6,2285
21,ES Troyes AC,Ligue 1,right,171,Mamadou Sissako,France  Mauritania,CF,2013-14,0,0,0,0
30,FC Metz,Ligue 1,right,172,Mathieu Dossevi,Togo  France,W,2013-14,5,33,6,2179
23,FC Metz,Ligue 1,right,181,Opa Nguette,Senegal  France,W,2013-14,0,10,0,616
19,FC Metz,Ligue 1,,166,Ablie Jallow,The Gambia,W,2013-14,,,,
30,FC Metz,Ligue 1,right,182,Nolan Roux,France,CF,2013-14,7,33,10,2453
19,FC Metz,Ligue 1,,187,Ibrahima Niane,Senegal,CF,2013-14,,,,
28,FC Metz,Ligue 1,right,182,Emmanuel RiviÄóre,France  Martinique,CF,2013-14,2,36,13,2158
25,SC Amiens,Ligue 1,,172,Stiven Mendoza,Colombia,W,2013-14,2,13,5,770
24,SC Amiens,Ligue 1,right,183,Moussa KonatÄ˜,Senegal,CF,2013-14,3,26,1,1337
27,SC Amiens,Ligue 1,right,203,Lacina TraorÄ˜,Cote d'Ivoire,CF,2013-14,1,9,2,483
24,SC Amiens,Ligue 1,right,172,Quentin Cornette,France,CF,2013-14,,,,
23,SC Amiens,Ligue 1,right,180,Bachibou Koita,Niger,CF,2013-14,,,,
27,Juventus FC,Serie A,left,172,Douglas Costa,Brazil,W,2013-14,14,39,7,3043
24,Juventus FC,Serie A,left,183,Federico Bernardeschi,Italy,W,2013-14,7,40,14,2627
29,Juventus FC,Serie A,right,179,Juan Cuadrado,Colombia,W,2013-14,11,43,15,3435
30,Juventus FC,Serie A,right,184,Gonzalo HiguaÄßn,Argentina  France,CF,2013-14,12,46,24,3504
31,Juventus FC,Serie A,right,190,Mario Mandzukic,Croatia,CF,2013-14,10,48,26,3314
26,SSC Napoli,Serie A,right,163,Lorenzo Insigne,Italy,W,2013-14,11,51,9,3286
21,SSC Napoli,Serie A,left,172,Adam Ounas,Algeria  France,W,2013-14,,,,
19,SSC Napoli,Serie A,right,174,Leandrinho,Brazil,W,2013-14,,,,
31,SSC Napoli,Serie A,right,178,JosÄ˜ CallejÄÅn,Spain,W,2013-14,11,52,20,4055
30,SSC Napoli,Serie A,right,169,Dries Mertens,Belgium,CF,2013-14,12,47,13,2600
24,SSC Napoli,Serie A,left,186,Arkadiusz Milik,Poland,CF,2013-14,0,21,2,749
29,Inter Milan,Serie A,both,187,Ivan Perisic,Croatia,W,2013-14,7,38,11,2586
31,Inter Milan,Serie A,right,181,Antonio Candreva,Italy,W,2013-14,10,44,12,3471
19,Inter Milan,Serie A,right,185,Yann Karamoh,France  Cote d'Ivoire,W,2013-14,,,,
25,Inter Milan,Serie A,right,181,Mauro Icardi,Argentina  Italy,CF,2013-14,2,23,9,1393
18,Inter Milan,Serie A,right,185,Andrea Pinamonti,Italy,CF,2013-14,,,,
29,AS Roma,Serie A,right,179,Diego Perotti,Argentina  Spain,W,2013-14,2,20,5,986
25,AS Roma,Serie A,right,178,Stephan El Shaarawy,Italy  Egypt,W,2013-14,0,11,1,502
20,AS Roma,Serie A,left,173,Cengiz Ä?nder,Turkey,W,2013-14,,,,
20,AS Roma,Serie A,left,184,Gerson,Brazil,W,2013-14,0,0,0,0
31,AS Roma,Serie A,both,192,Edin Dzeko,Bosnia-Herzegovina,CF,2013-14,16,48,26,3241
22,AS Roma,Serie A,left,190,Patrik Schick,Czech Republic,CF,2013-14,0,2,0,15
26,AS Roma,Serie A,left,179,GrÄ˜goire Defrel,France  Martinique,CF,2013-14,5,44,4,3117
26,AC Milan,Serie A,right,180,Fabio Borini,Italy,W,2013-14,5,41,12,2690
24,AC Milan,Serie A,left,177,Suso,Spain,W,2013-14,9,35,3,2433
27,AC Milan,Serie A,right,175,Nnamdi Oduamadi,Nigeria,W,2013-14,3,28,5,1539
22,AC Milan,Serie A,right,184,AndrÄ˜ Silva,Portugal,CF,2013-14,0,26,7,1012
30,AC Milan,Serie A,both,187,Nikola Kalinic,Croatia,CF,2013-14,2,23,7,1027
20,AC Milan,Serie A,right,183,Patrick Cutrone,Italy,CF,2013-14,0,1,0,30
31,SS Lazio,Serie A,both,177,Nani,Portugal  Cape Verde,W,2013-14,0,13,1,740
18,SS Lazio,Serie A,left,172,Pedro Neto,Portugal,W,2013-14,,,,
28,SS Lazio,Serie A,right,185,Ciro Immobile,Italy,CF,2013-14,3,34,23,2679
